x,y,z
24.503,38.891,7.551
25.291,39.514,6.349
24.478,40.033,8.589
24.729,39.305,6.865
25.908,39.837,7.974
25.653,40.495,8.557
24.92,39.336,8.616
24.755,39.428,8.555
25.753,39.805,8.371
24.924,40.427,8.698
24.561,39.999,7.614
25.477,39.671,7.451
24.32,40.624,6.844
25.765,39.618,8.112
25.564,39.762,7.95
25.065,39.925,7.827
25.025,40.028,8.379
24.05,39.338,7.647
24.909,39.0,8.563
24.38,40.274,8.718
24.591,41.166,7.87
26.083,40.336,8.045
25.336,38.959,8.361
25.288,39.486,8.061
24.733,39.763,7.955
25.605,41.005,8.191
24.871,39.964,7.631
24.708,40.953,7.978
25.082,39.614,8.184
24.935,40.549,7.595
25.087,38.858,6.814
24.841,39.907,8.368
24.42,40.289,7.489
24.065,38.969,8.203
25.452,39.369,7.536
24.277,40.257,7.496
24.71,39.115,8.433
25.263,39.833,9.102
25.532,40.301,8.115
24.803,40.338,8.552
25.157,39.93,8.599
24.912,40.496,8.514
24.302,39.223,7.62
25.005,40.168,7.719
24.075,39.231,7.459
25.431,40.406,7.302
25.266,40.595,8.21
24.756,39.778,6.874
25.12,38.921,8.252
23.686,39.845,6.772
24.854,40.653,7.963
25.222,40.257,7.898
25.491,40.658,8.338
25.246,39.75,8.26
22.984,39.526,7.641
25.122,40.451,8.546
25.395,40.531,7.398
26.261,39.21,7.277
25.822,39.447,8.685
24.682,38.742,8.593
24.741,40.549,8.371
25.58,39.659,7.441
26.252,39.84,8.195
25.122,40.147,7.027
24.644,40.703,8.59
24.948,39.783,7.41
25.533,39.892,8.311
25.815,39.413,8.194
25.317,38.814,7.998
24.54,40.476,8.516
25.564,40.362,8.328
25.419,40.234,8.21
25.104,39.609,6.98
25.704,39.828,8.456
24.151,40.762,7.902
25.618,40.241,9.227
24.978,40.401,7.776
24.874,40.047,7.411
25.096,39.527,6.998
25.715,41.072,7.67
25.344,39.673,6.949
24.458,40.331,7.905
25.051,41.081,8.278
25.218,40.159,8.093
24.151,40.876,8.499
24.747,39.99,8.157
24.285,40.165,8.393
24.772,38.88,8.174
25.662,40.118,7.953
25.066,40.098,7.922
24.029,39.283,8.67
25.392,40.232,8.175
25.659,40.854,7.948
23.985,39.835,8.728
25.333,40.039,7.288
24.981,38.727,6.83
24.342,39.346,7.892
25.192,40.756,7.644
25.779,38.962,7.704
24.493,39.71,8.411
25.082,40.677,8.873
25.938,39.912,8.116
24.577,41.316,7.364
24.939,40.062,8.484
24.838,39.656,7.769
24.391,39.072,7.921
25.213,40.989,7.36
24.695,40.354,8.332
24.458,40.23,7.706
25.088,40.311,7.77
24.996,40.046,8.72
23.895,40.482,8.052
25.566,40.274,6.829
24.989,39.642,6.722
24.395,39.33,8.041
25.235,40.387,8.178
24.112,40.705,8.385
26.061,39.675,8.014
24.673,40.38,7.892
25.537,39.806,7.354
25.221,40.417,7.961
24.508,39.294,7.85
25.501,39.884,7.645
23.653,40.845,7.821
24.366,40.604,8.673
25.405,40.924,8.303
25.29,41.416,7.905
25.836,39.733,8.386
25.389,40.39,7.816
25.335,39.499,8.47
25.38,39.121,7.508
24.574,40.902,8.577
24.05,40.654,7.67
24.407,39.918,8.722
24.333,39.7,7.254
25.507,40.595,7.665
24.047,39.992,8.441
24.633,39.008,7.978
24.874,40.438,8.236
25.542,39.876,8.122
25.708,39.506,9.15
25.162,39.561,8.52
25.918,40.143,8.63
24.767,40.07,8.55
24.937,40.011,7.437
24.22,38.275,7.925
24.924,39.131,7.989
23.927,40.459,7.334
25.117,39.383,8.991
25.076,40.293,7.839
25.802,40.345,7.942
24.443,39.28,8.051
25.593,39.689,8.623
25.087,40.287,7.721
25.367,39.249,8.502
25.269,39.212,8.06
24.332,39.984,8.674
26.002,39.901,8.441
24.479,40.034,7.14
25.015,40.059,7.29
25.458,40.912,7.577
25.525,40.217,7.603
25.131,38.799,7.468
24.902,39.768,8.333
25.661,40.631,7.247
25.594,40.539,8.495
24.811,40.005,8.825
24.38,41.015,8.238
25.174,39.669,7.797
24.378,39.671,6.033
26.292,40.105,8.209
26.138,39.55,7.804
25.838,39.793,8.871
24.034,39.987,8.91
25.658,39.858,8.376
26.036,39.808,7.917
24.534,41.245,8.105
23.947,39.85,8.17
24.676,39.708,7.922
24.329,39.369,7.986
25.011,40.125,7.98
24.711,40.058,7.452
25.565,40.798,8.937
25.267,39.922,7.849
24.048,39.427,7.877
25.008,39.874,7.729
25.33,41.083,7.974
26.375,40.002,8.163
25.265,39.22,8.106
24.438,40.274,8.228
25.279,40.421,8.649
24.672,39.307,7.864
24.703,38.962,7.912
25.909,40.095,6.976
24.36,38.74,7.813
25.949,39.848,8.368
25.451,41.16,7.901
25.0,39.31,8.653
24.751,39.893,8.162
24.209,39.544,9.688
23.949,39.915,8.262
25.537,40.191,7.615
24.943,39.952,7.4
24.079,39.859,7.051
25.642,38.868,7.946
24.954,39.885,7.662
24.674,39.855,8.592
25.209,40.129,7.686
25.163,39.329,8.611
23.782,40.938,7.228
25.735,40.174,7.571
24.178,39.353,7.985
25.238,40.26,8.734
24.895,39.173,6.818
24.648,39.995,8.243
24.218,38.794,8.497
25.451,38.299,8.226
24.954,39.917,8.002
24.385,39.788,9.072
24.792,39.654,7.851
24.313,39.155,7.568
24.727,41.054,7.996
24.628,39.888,8.956
25.325,39.14,7.008
24.853,40.673,9.111
24.945,40.1,7.075
25.868,40.301,9.725
24.576,40.049,7.825
24.983,40.059,8.178
24.813,40.515,7.537
25.482,40.13,8.643
25.034,40.36,7.89
24.731,39.433,7.978
25.298,38.979,7.593
25.012,39.887,8.073
25.322,39.624,7.289
24.34,40.845,8.221
24.293,39.99,8.089
24.911,39.265,8.643
25.355,39.047,6.871
24.521,41.011,6.808
24.638,40.6,8.455
24.649,40.658,7.343
26.236,39.648,7.472
24.528,38.472,7.585
25.73,38.839,8.191
24.108,39.021,7.245
25.571,39.87,8.429
25.478,40.546,7.915
25.8,40.35,8.492
24.937,40.28,8.377
24.315,39.16,7.772
24.745,39.778,8.313
25.489,40.144,9.491
24.683,39.444,7.901
24.918,39.508,9.268
25.534,40.524,7.959
24.445,39.537,8.291
24.825,40.446,6.731
25.574,39.867,6.895
24.262,39.925,7.562
24.599,38.6,9.325
24.856,40.317,8.149
24.92,39.674,6.955
26.219,40.71,7.653
25.152,40.699,8.617
24.35,40.073,7.348
25.167,40.647,8.668
24.549,40.25,7.348
25.325,39.877,7.878
25.352,39.491,7.786
24.652,40.93,8.268
25.009,40.088,7.204
25.444,39.618,7.813
24.917,40.049,8.669
24.943,40.166,8.561
25.119,40.782,7.276
25.327,39.732,7.753
24.966,40.252,7.613
25.198,41.514,9.611
26.151,40.053,6.903
24.809,40.105,8.453
25.396,40.203,9.038
24.927,40.385,8.473
25.16,39.913,8.428
26.061,39.315,8.413
24.455,40.985,8.501
24.452,40.762,7.859
25.298,39.584,7.168
25.058,39.135,6.858
24.292,38.85,7.787
23.93,40.299,8.595
24.969,39.541,8.487
25.061,40.165,7.979
25.548,39.185,8.324
24.178,40.462,7.469
24.19,40.908,7.518
25.882,40.432,7.803
24.896,40.189,8.504
24.527,40.861,7.832
25.433,39.328,7.011
24.305,40.147,8.584
24.483,40.167,7.913
25.174,40.116,8.177
25.087,40.627,8.916
23.92,40.14,7.455
25.762,38.716,7.444
24.89,39.796,7.022
24.877,39.923,8.306
24.629,40.03,7.753
24.691,39.639,7.743
25.638,39.529,8.098
24.871,39.819,8.363
24.97,39.342,7.531
24.879,39.606,7.934
24.875,38.853,7.852
24.849,39.725,7.97
24.631,40.162,6.915
25.475,39.889,8.28
24.778,39.381,7.339
24.594,40.241,7.846
24.242,40.148,6.87
24.225,39.666,6.566
24.28,40.429,7.892
25.085,39.957,8.718
25.615,40.171,8.058
24.849,40.447,7.97
23.714,41.043,7.988
25.554,40.086,8.2
24.662,40.714,8.481
24.949,39.004,6.868
24.09,41.345,8.782
24.223,40.81,8.419
24.677,40.586,7.622
24.864,39.986,8.137
24.982,40.156,7.283
24.718,39.009,8.96
25.513,39.461,7.795
24.543,40.327,6.387
24.588,39.936,7.697
24.292,41.606,7.558
24.72,39.077,7.96
25.222,39.528,8.24
25.227,40.322,7.64
23.999,40.826,7.893
24.952,40.614,6.802
24.384,39.661,8.514
24.117,40.431,7.88
24.769,39.143,8.005
25.018,40.622,8.034
25.446,40.13,7.727
23.885,39.838,7.528
25.123,39.9,7.672
25.808,40.65,8.674
25.62,39.403,8.873
24.805,39.557,7.528
25.17,40.183,8.129
24.834,40.238,7.206
24.484,39.83,7.798
25.91,39.196,7.535
24.635,40.249,8.069
25.381,39.389,7.852
26.103,40.18,7.173
24.458,40.625,7.497
24.953,39.244,8.044
24.266,40.003,8.297
25.648,40.23,7.683
24.47,40.082,8.174
25.359,40.142,7.905
24.339,40.675,8.927
25.212,40.434,8.07
24.99,39.9,8.323
25.188,40.02,7.261
25.656,39.938,7.822
24.425,40.432,8.895
26.065,39.967,7.001
24.695,40.166,8.603
25.285,40.3,8.161
25.949,40.951,8.669
23.788,39.586,8.5
23.56,41.052,8.871
25.305,39.901,8.065
25.309,39.562,6.82
25.406,40.348,8.436
25.754,38.918,7.122
24.19,40.223,8.437
25.319,40.274,7.008
26.068,39.032,8.873
25.494,40.467,8.061
25.704,39.739,7.744
25.53,39.522,7.464
25.618,39.11,8.775
25.548,40.23,8.23
25.577,38.506,7.487
25.124,39.041,7.432
25.603,40.357,8.185
25.121,39.296,8.137
23.71,41.177,8.011
25.267,40.553,7.393
26.317,39.902,7.724
24.862,40.578,7.394
24.148,40.29,8.028
24.082,39.805,7.377
25.752,39.02,7.901
24.797,39.991,7.578
26.596,39.623,7.378
25.275,39.37,7.82
25.831,40.649,6.595
25.526,38.904,7.867
24.791,38.84,7.972
23.536,39.279,7.828
24.472,39.487,8.029
24.492,39.289,7.452
24.724,40.008,8.399
24.97,40.15,7.463
24.977,40.033,7.766
24.735,40.603,7.014
24.859,40.05,7.516
25.231,41.038,8.622
25.633,39.886,7.603
24.622,40.615,8.829
25.018,40.273,7.999
24.256,40.985,7.412
25.214,39.13,8.85
24.484,39.924,7.507
25.217,40.102,7.809
23.845,40.001,7.088
25.399,40.145,8.972
25.565,39.583,8.253
25.132,39.686,8.332
24.917,39.993,6.389
25.641,39.346,7.019
25.121,40.371,7.842
25.633,39.907,7.721
24.972,39.975,8.453
25.3,38.765,8.232
25.841,39.41,7.191
23.703,39.335,7.993
24.936,40.122,8.612
24.417,39.52,8.449
24.939,40.103,7.466
24.293,40.17,8.366
25.043,40.122,7.977
25.034,40.13,8.877
25.204,40.37,8.616
25.684,40.035,8.23
25.073,39.131,8.571
25.702,39.722,7.654
25.823,40.272,7.393
24.857,38.732,8.552
25.727,39.992,7.367
24.722,39.326,6.829
25.151,40.02,9.905
24.814,39.952,9.431
25.101,40.679,7.827
25.66,39.967,7.172
24.915,39.94,7.784
25.098,38.877,8.349
24.947,38.792,7.934
24.93,40.055,7.325
24.961,39.606,7.941
24.317,40.216,8.461
25.654,40.596,8.948
24.727,39.949,8.117
24.732,39.811,7.65
25.435,39.78,8.669
24.848,40.066,7.955
25.998,40.113,8.694
24.094,40.266,8.639
25.041,39.671,7.333
25.124,41.028,7.618
25.271,39.614,7.716
26.169,39.337,7.965
25.002,40.026,7.452
24.563,40.113,7.598
25.209,40.435,7.817
25.272,40.303,7.739
25.837,40.531,8.864
26.571,39.64,8.55
24.655,40.02,6.993
25.124,40.16,7.861
26.543,40.046,8.014
24.394,41.242,8.154
25.185,40.294,7.461
25.083,38.563,7.371
24.155,41.333,7.945
24.242,39.17,7.742
26.001,41.321,8.315
25.344,40.728,8.692
25.118,40.314,7.72
24.508,40.726,8.286
24.827,40.662,7.721
24.966,40.116,7.251
24.843,40.217,6.88
25.267,40.206,7.819
24.597,38.821,7.114
25.36,38.692,9.072
25.243,40.437,8.129
25.047,39.955,9.256
25.369,40.418,7.832
24.622,39.608,7.606
25.038,40.688,7.165
25.493,39.243,9.378
24.079,39.571,9.126
25.389,39.95,9.168
24.422,40.114,8.147
25.386,40.325,7.039
25.752,39.657,7.898
24.942,40.474,7.779
25.153,39.896,6.794
24.951,40.247,8.547
24.694,39.898,8.341
25.111,40.697,7.522
23.955,39.899,8.569
25.724,40.544,8.416
25.222,40.31,8.396
25.292,39.715,8.576
24.894,39.33,8.394
25.146,40.8,8.137
24.542,39.597,7.163
25.423,39.792,8.469
24.421,39.492,7.7
24.66,40.618,7.267
24.447,39.975,8.44
24.751,39.778,8.797
25.678,40.516,6.736
25.247,40.844,7.482
25.596,40.05,8.416
24.667,38.723,7.855
25.129,40.526,7.505
24.816,39.745,8.284
25.891,40.473,6.576
25.52,39.647,6.77
25.076,39.19,8.371
25.118,39.477,6.952
25.832,40.091,7.942
24.641,39.035,7.934
24.804,40.572,9.705
25.439,41.43,7.15
24.854,39.364,8.04
25.087,39.181,7.209
25.652,40.684,7.536
25.165,40.611,8.213
25.06,40.297,8.786
25.579,39.219,9.001
23.988,40.739,7.53
24.667,40.178,8.082
24.818,41.252,8.175
25.609,39.764,7.979
25.352,39.682,8.411
24.901,39.794,8.124
25.067,38.895,8.651
25.479,39.028,7.799
25.307,40.086,8.371
25.813,40.439,8.477
25.844,38.968,7.85
25.351,39.25,8.04
26.02,39.028,7.642
23.73,39.482,8.238
24.624,38.796,6.96
25.209,39.77,9.22
26.193,40.161,7.132
25.21,39.481,7.699
26.244,39.767,7.741
24.756,40.605,7.583
25.311,39.452,7.135
24.529,41.131,6.926
24.51,39.774,7.874
24.529,39.385,8.221
24.548,40.673,8.617
25.068,40.184,7.473
25.7,40.077,7.858
25.364,39.835,8.687
24.949,39.94,7.742
24.438,40.478,7.975
23.859,40.804,7.841
24.916,39.932,7.841
25.502,40.85,7.992
25.008,39.168,7.826
25.864,40.022,8.284
24.013,41.157,7.968
24.064,40.83,8.898
24.273,39.518,7.955
24.999,40.358,7.697
24.461,38.541,7.538
24.253,41.11,7.904
25.231,40.966,8.794
24.649,39.106,7.021
24.353,40.105,7.479
24.222,39.904,7.711
25.505,40.283,7.134
24.74,40.074,7.938
24.833,38.884,8.546
24.762,41.473,8.42
24.342,40.094,6.98
25.7,39.613,7.817
25.409,39.613,8.169
24.506,40.205,7.421
24.433,39.321,8.177
23.74,39.423,8.359
24.658,38.311,7.421
23.63,39.138,6.498
24.393,39.167,7.351
25.673,38.234,7.485
25.532,40.81,8.989
23.778,40.279,8.248
25.905,40.097,8.178
25.206,40.75,9.018
25.313,39.636,7.112
25.607,40.768,7.422
25.014,40.42,8.634
24.273,39.073,7.572
24.82,40.81,8.619
23.709,39.843,8.284
25.086,39.692,8.529
25.25,40.585,7.645
25.306,40.44,8.107
25.264,39.55,8.558
24.932,40.126,7.77
25.086,41.151,8.7
24.977,40.453,8.431
24.88,40.131,8.265
23.932,39.65,7.01
24.772,40.33,6.529
25.127,39.605,8.143
25.848,40.114,7.841
24.139,39.992,8.632
24.73,40.237,8.275
24.624,39.708,7.811
25.476,40.123,7.454
25.227,40.286,8.33
24.853,40.226,8.561
25.653,40.565,8.342
25.077,39.035,8.595
26.22,40.523,8.729
25.65,40.046,8.566
25.708,41.028,8.501
24.795,39.147,7.405
25.823,38.312,8.956
25.031,39.799,8.101
26.25,40.103,7.548
24.628,39.741,8.524
24.006,39.961,7.877
24.618,39.732,7.729
25.619,39.624,8.5
25.41,39.205,7.656
25.674,40.194,8.453
24.314,40.734,8.286
25.158,39.78,7.894
24.028,41.024,8.486
25.181,40.951,8.823
24.434,40.987,7.38
24.84,39.112,9.191
24.662,40.051,8.169
25.434,39.533,7.252
25.132,40.609,7.98
25.134,40.687,7.574
24.53,39.387,7.64
26.562,39.979,7.396
25.457,39.811,7.713
25.621,40.574,6.998
24.043,40.531,7.916
23.84,40.349,8.839
25.467,40.409,8.685
23.315,40.742,8.108
25.164,41.053,8.482
25.925,40.746,7.779
24.756,40.641,8.609
23.985,39.963,7.968
24.483,40.766,8.833
24.98,39.796,7.607
25.841,40.633,8.075
23.307,40.309,8.841
24.997,40.488,7.448
24.213,39.72,8.843
25.346,40.215,7.057
25.381,40.466,8.626
24.807,39.512,7.868
24.269,38.843,9.079
25.327,40.423,7.76
24.695,41.266,7.529
24.862,39.564,7.533
25.265,39.853,8.503
25.894,39.282,8.198
24.671,40.205,7.556
25.364,40.208,8.191
24.955,40.239,8.455
24.979,39.489,7.738
25.373,41.629,8.48
25.947,39.713,7.183
24.321,39.476,8.271
24.4,38.831,7.359
24.586,40.12,8.388
24.565,40.328,7.988
24.587,40.044,8.849
25.375,39.278,7.47
25.299,39.499,8.662
25.232,40.243,7.773
25.019,40.204,9.453
25.341,40.927,8.611
25.663,39.953,8.437
23.922,39.558,7.702
23.909,40.3,8.266
25.392,40.037,8.35
25.687,40.079,8.293
25.455,40.95,7.727
24.724,39.857,7.965
25.54,39.653,7.438
25.515,39.315,7.879
24.326,40.317,7.715
25.398,40.979,8.058
24.735,39.741,8.345
24.534,39.812,8.099
24.432,41.491,7.922
25.599,40.47,9.204
25.915,39.763,8.032
25.479,40.134,6.555
25.479,40.509,8.603
25.5,39.754,7.706
24.587,40.654,7.974
24.616,40.415,9.663
24.993,40.241,8.154
23.753,41.05,8.835
24.356,40.352,7.481
25.707,40.337,7.836
25.265,41.177,8.065
24.388,40.364,7.44
24.584,39.603,8.326
24.738,40.265,8.159
25.114,39.888,7.597
24.883,39.714,7.816
25.337,40.241,8.769
24.919,39.782,8.126
25.345,40.313,7.774
24.646,40.294,7.641
24.848,40.017,7.541
24.718,40.788,7.91
24.548,40.008,8.047
24.901,39.859,8.487
24.594,40.117,8.91
24.195,38.941,7.514
24.999,40.872,7.716
24.5,40.609,8.198
24.613,40.226,8.063
24.913,39.824,8.554
24.833,40.788,8.01
24.17,40.934,6.882
25.63,39.685,7.915
23.827,39.907,8.085
24.842,39.734,8.352
24.7,39.697,8.328
24.346,40.938,6.327
24.199,40.527,6.99
23.91,40.019,7.757
24.952,39.077,8.554
24.679,40.03,7.126
25.215,40.207,7.642
24.612,40.095,8.274
25.226,40.261,7.671
24.866,40.402,7.371
25.345,40.921,8.924
24.927,40.328,7.64
24.26,40.562,7.316
25.034,40.359,7.916
24.454,39.516,8.089
25.553,40.187,8.785
23.978,40.823,8.775
25.337,39.402,8.746
23.623,39.991,7.457
24.691,40.267,8.69
25.031,40.392,7.235
25.63,39.389,9.07
24.408,39.864,8.121
24.419,38.816,8.102
25.314,40.84,8.278
25.477,40.059,7.747
24.274,40.683,7.449
25.325,39.329,6.865
23.162,40.274,9.223
25.254,38.844,8.591
25.803,39.921,7.465
24.834,39.729,7.543
24.301,40.593,7.784
25.243,39.75,8.214
24.238,39.022,8.336
24.12,40.248,7.747
26.218,39.135,8.288
24.975,41.015,7.686
24.518,39.364,7.076
24.355,39.82,8.815
25.636,40.632,8.06
25.221,40.669,7.54
23.532,40.213,8.433
25.497,39.595,7.907
24.965,40.117,7.589
24.387,39.311,7.146
25.341,39.242,7.676
24.629,40.526,8.163
25.405,39.165,7.17
25.043,40.071,9.299
24.319,39.613,8.019
24.556,40.577,7.964
24.607,39.92,7.221
24.787,39.637,8.134
25.589,40.688,8.174
24.754,39.282,7.927
25.718,40.376,8.217
23.922,40.826,7.609
24.557,39.701,7.768
26.298,40.089,7.182
26.098,39.483,8.866
24.751,40.091,8.178
25.199,40.299,8.079
24.397,39.495,7.637
24.971,40.602,8.619
25.135,41.327,8.132
24.163,39.397,8.344
24.759,39.904,8.323
24.404,40.264,8.287
24.522,40.758,7.946
25.007,39.872,8.078
25.416,39.516,8.023
25.038,39.489,7.282
24.037,40.223,8.24
25.375,39.772,7.858
25.347,39.594,8.119
24.956,40.402,8.358
24.927,38.954,8.848
24.794,40.146,7.956
24.447,40.621,7.479
24.808,39.586,8.251
25.727,40.023,9.349
24.387,40.388,8.257
25.552,40.253,7.944
24.36,40.473,7.434
24.454,39.542,6.985
24.935,40.693,7.83
25.587,39.914,7.645
24.542,40.128,8.521
23.684,40.477,8.773
25.184,40.574,8.342
25.752,39.951,8.488
24.411,40.162,8.569
23.844,40.165,7.167
24.684,39.879,7.333
25.063,40.298,7.894
26.489,40.518,7.911
23.892,39.892,7.466
24.717,39.065,8.065
23.84,40.454,8.177
24.591,40.489,7.273
25.21,38.665,7.345
24.964,39.551,8.304
25.143,40.774,7.638
24.584,39.304,7.827
25.619,39.97,7.186
25.495,39.462,7.932
25.129,40.826,8.511
26.05,40.36,8.841
25.232,40.326,7.716
24.827,39.632,7.148
25.184,39.907,7.429
24.954,39.516,7.463
25.029,39.346,7.896
24.796,40.191,7.049
25.78,39.604,8.076
25.026,39.722,7.454
25.189,39.806,9.006
25.562,40.148,7.514
25.053,39.517,7.764
24.773,39.527,7.543
24.759,39.989,9.398
25.482,38.811,7.579
24.454,40.56,7.88
26.079,39.98,7.85
25.524,39.609,7.692
25.981,40.234,7.497
25.499,39.964,9.21
24.486,40.412,8.825
25.234,39.856,7.925
24.619,41.379,7.722
25.148,40.8,7.791
25.725,40.061,6.68
25.064,38.886,8.906
25.092,39.697,8.23
24.927,40.67,8.621
24.566,39.797,8.962
26.057,39.27,8.311
24.59,39.008,7.474
25.628,40.17,8.29
25.138,40.469,8.57
25.876,40.408,7.479
25.235,40.65,8.374
25.055,40.376,8.442
24.72,40.923,7.381
25.624,40.521,8.123
23.937,40.146,8.094
24.511,39.879,8.343
25.32,41.001,8.323
24.247,40.924,7.864
24.302,40.455,8.383
25.154,40.635,8.185
25.993,39.858,8.755
25.036,40.027,6.919
24.834,40.407,7.89
24.418,40.593,7.867
25.337,40.434,8.055
24.121,39.643,7.373
23.754,40.573,8.708
24.641,41.054,7.921
24.855,39.067,8.938
25.259,40.393,8.049
23.683,40.778,8.521
25.218,39.653,8.906
25.66,39.67,7.758
24.948,39.729,8.851
24.712,40.224,8.159
24.498,40.189,7.447
25.061,39.681,8.04
23.796,41.338,8.049
25.089,40.106,8.52
24.346,38.91,8.324
24.934,40.611,9.189
24.7,39.044,6.751
25.53,40.745,7.775
24.708,39.197,6.285
25.537,39.969,8.681
25.61,40.098,7.772
24.462,39.879,7.966
25.127,40.373,7.892
25.532,40.536,8.539
24.514,40.025,7.622
24.352,39.873,8.431
25.497,39.076,8.48
25.392,40.229,9.012
24.651,40.321,6.877
26.09,40.007,8.605
24.971,39.963,8.333
24.969,39.756,7.664
24.915,40.746,8.151
24.956,39.477,7.589
25.0,39.906,7.72
24.99,39.816,7.757
25.827,39.409,8.728
24.856,41.022,8.701
24.4,39.51,8.133
24.787,40.245,8.21
24.711,40.21,7.499
24.609,39.107,7.87
24.855,40.552,7.99
24.632,38.955,7.833
25.214,40.177,8.671
24.642,38.933,7.327
24.824,39.702,8.626
24.358,40.601,9.343
24.973,39.181,8.876
25.698,39.658,6.944
25.008,39.76,8.476
25.55,39.733,7.774
25.34,40.361,8.375
25.209,40.848,7.307
25.808,40.046,6.669
24.473,40.462,7.384
25.229,39.72,7.651
24.416,39.76,8.807
24.877,41.015,8.461
25.464,39.443,7.702
24.523,39.973,8.146
25.789,39.422,6.531
26.095,40.393,8.781
25.724,40.948,8.974
24.333,39.398,7.808
25.385,40.325,7.812
25.054,40.245,8.635
25.048,40.175,7.748
24.374,40.5,7.233
24.114,38.981,7.958
25.121,39.944,8.372
25.048,40.203,10.09
25.16,39.122,8.538
25.693,40.632,8.446
24.059,39.745,8.548
25.742,39.252,8.458
24.884,39.236,8.469
24.759,39.754,8.01
25.85,40.126,7.733
24.695,40.279,7.869
24.758,40.647,8.637
25.046,40.039,8.507
25.6,40.56,7.58
24.858,39.266,8.128
24.642,41.108,7.626
25.35,39.699,6.194
24.17,40.107,7.809
24.653,40.019,7.736
24.862,41.409,8.231
24.679,40.076,8.534
27.311,40.435,8.717
24.599,40.625,7.48
25.545,39.797,8.587
24.955,40.364,8.403
25.012,39.792,9.284
24.738,41.038,7.89
25.172,39.155,7.341
25.137,39.28,8.243
25.593,38.636,7.213
23.875,39.275,7.049
25.263,40.849,8.196
24.656,40.775,7.584
24.95,38.989,8.657
25.333,39.454,8.264
26.168,39.34,7.538
25.748,39.706,8.321
24.43,40.089,8.75
25.054,40.221,8.519
24.824,39.923,8.204
24.813,39.564,8.791
24.403,39.972,8.653
25.087,39.266,7.569
24.545,41.161,7.534
24.361,40.063,7.011
24.36,41.239,6.866
25.099,40.651,7.912
24.319,39.244,8.282
24.818,40.154,6.889
24.442,40.576,8.064
25.507,40.126,7.499
24.546,40.611,8.65
25.806,40.105,8.257
25.132,40.859,8.555
23.923,40.017,9.058
24.565,40.401,8.676
24.795,39.709,7.943
24.722,39.569,7.994
25.836,39.324,8.525
24.406,39.749,7.829
25.392,40.476,7.787
24.495,40.374,7.537
25.878,40.066,7.468
25.992,40.753,8.173
24.704,39.693,8.362
24.19,39.693,8.401
26.1,40.235,8.325
25.965,39.03,8.339
23.231,39.91,8.692
25.138,40.153,8.188
24.915,40.058,8.895
24.101,40.153,7.792
25.255,41.177,7.332
24.158,39.207,8.851
26.345,40.353,8.026
25.476,39.627,7.651
24.949,40.87,6.179
24.646,39.292,7.476
25.11,40.314,7.545
25.928,40.681,8.742
25.141,40.544,7.912
25.528,40.962,7.978
24.652,39.491,8.283
24.951,39.243,8.279
25.678,40.945,7.216
25.287,39.946,7.714
25.727,39.848,8.058
25.032,40.171,7.202
25.255,39.283,8.645
24.87,40.027,8.105
24.844,39.525,7.756
25.551,41.036,8.898
24.855,40.182,8.946
26.22,38.999,7.179
24.256,39.673,8.534
24.887,40.685,8.198
25.369,40.425,8.918
24.802,39.953,7.73
24.838,40.354,8.937
25.219,39.128,8.315
24.222,40.708,7.987
25.189,39.833,8.485
24.749,39.714,7.798
25.337,38.789,6.681
25.663,40.757,7.983
25.103,40.12,7.842
24.947,39.519,8.208
24.141,40.851,6.991
24.345,40.356,7.301
25.456,39.607,8.231
25.477,40.383,7.309
25.109,39.668,8.927
25.494,39.675,7.568
25.416,40.661,8.546
24.421,39.737,8.535
24.802,40.584,8.774
25.715,39.589,7.442
24.857,40.095,8.133
24.591,38.972,8.706
25.667,39.79,7.972
25.449,39.956,7.65
25.27,39.338,8.035
25.38,40.108,7.507
24.863,39.256,8.282
24.325,39.735,8.271
25.263,40.268,7.733
25.412,38.859,7.464
25.65,40.131,7.245
23.318,41.016,8.01
24.551,39.598,7.273
25.076,40.317,8.234
25.273,40.258,8.261
25.605,38.95,8.682
25.716,41.248,7.834
25.503,40.393,8.17
25.321,40.828,9.023
25.53,39.804,7.785
24.246,39.471,7.362
24.917,39.555,8.347
24.649,38.785,8.002
26.007,39.938,8.843
24.262,40.045,7.218
24.716,40.475,7.002
25.301,39.744,8.276
24.125,39.47,7.828
23.748,39.603,8.57
24.706,39.925,7.587
25.558,39.862,8.643
23.695,40.355,8.916
24.336,40.228,6.724
25.302,39.853,8.0
25.578,39.864,7.006
26.618,39.325,8.648
25.035,39.152,8.517
25.523,40.999,7.032
24.881,39.826,7.629
25.452,40.065,7.031
25.286,39.737,7.356
25.739,39.255,7.132
25.307,39.833,7.441
25.242,39.563,8.283
25.06,40.724,7.84
24.784,38.719,7.747
25.274,40.555,7.251
25.394,40.251,8.022
24.964,38.866,7.959
24.696,40.129,9.132
24.336,40.072,7.393
24.6,40.684,7.661
24.508,40.413,9.241
24.629,40.653,8.969
24.906,39.243,8.899
25.253,39.912,7.609
25.453,40.177,8.672
25.966,39.093,7.727
25.473,40.537,7.201
25.384,40.13,8.493
25.03,39.942,7.933
24.877,39.588,8.319
25.669,40.915,7.233
26.059,40.044,8.602
23.995,39.885,7.605
25.016,39.56,8.114
25.177,40.006,7.905
25.199,39.243,8.119
25.8,39.619,8.548
25.044,39.919,6.748
25.649,39.82,7.835
24.558,40.181,8.162
25.272,39.58,7.462
